alert_id,alert_type,latitude,longitude,acq_date,acq_time,satellite,daynight,label,frp,site_normal_frp,frp_vs_normal,prior_active_days,facility_type,facility_name,facility_distance_m,active_days_30d,recurrence_count,first_seen,event_count,dominant_class,maps_link
industrial_anomaly|14.58761|78.58028|2026-09-09|2038|N21,industrial_anomaly,14.58761,78.58028,2026-09-09,2038,N21,N,industrial,2.93,0.76,3.86,15.0,OSM industrial=yes,,0.0,,4.0,2026-06-14,,,"https://www.google.com/maps?q=14.58761,78.58028&t=k"
new_activity_at_critical_site|22.89505|69.89949|2026-09-09|0843|N,new_activity_at_critical_site,22.89505,69.89949,2026-09-09,0843,N,D,industrial,1.82,,,,power plant (coal) · OSM,OPG Power,0.0,,1.0,2026-09-09,,,"https://www.google.com/maps?q=22.89505,69.89949&t=k"
industrial_anomaly|18.68422|73.04059|2026-09-09|0805|N21,industrial_anomaly,18.68422,73.04059,2026-09-09,0805,N21,D,industrial,14.96,6.41,2.33,41.0,OSM industrial=yes,,0.0,,16.0,2026-06-11,,,"https://www.google.com/maps?q=18.68422,73.04059&t=k"
industrial_anomaly|16.87159|80.02135|2026-09-08|2055|N21,industrial_anomaly,16.87159,80.02135,2026-09-08,2055,N21,N,industrial,2.38,1.01,2.36,81.0,OSM industrial=yes,,0.0,,5.0,2026-08-10,,,"https://www.google.com/maps?q=16.87159,80.02135&t=k"
new_activity_at_critical_site|26.70292|77.84827|2026-09-08|2055|N21,new_activity_at_critical_site,26.70292,77.84827,2026-09-08,2055,N21,N,industrial,3.58,,,,power plant (gas) · OSM,Dholpur Combined Power Station,0.0,,1.0,2026-09-08,,,"https://www.google.com/maps?q=26.70292,77.84827&t=k"
industrial_anomaly|23.55746|87.24306|2026-09-08|1949|N,industrial_anomaly,23.55746,87.24306,2026-09-08,1949,N,N,industrial,5.33,1.89,2.82,73.0,OSM industrial=yes,,0.0,,8.0,2026-06-20,,,"https://www.google.com/maps?q=23.55746,87.24306&t=k"
industrial_anomaly|23.56170|87.23910|2026-09-08|1949|N,industrial_anomaly,23.5617,87.2391,2026-09-08,1949,N,N,industrial,5.48,1.95,2.81,104.0,OSM industrial=yes,,0.0,,10.0,2026-06-14,,,"https://www.google.com/maps?q=23.5617,87.2391&t=k"
large_fire_event|2026-09-08|3020|22722,large_fire_event,10.26758,77.25598,2026-09-08,,,,wildfire,74.9,,,,,,,,,,12.0,wildfire,"https://www.google.com/maps?q=10.26758,77.25598&t=k"
industrial_anomaly|29.90849|74.95123|2026-09-07|2148|N,industrial_anomaly,29.90849,74.95123,2026-09-07,2148,N,N,industrial,10.15,2.28,4.45,29.0,OSM industrial=refinery,,0.0,,6.0,2026-06-11,,,"https://www.google.com/maps?q=29.90849,74.95123&t=k"
industrial_anomaly|21.19464|81.39192|2026-09-07|2027|N20,industrial_anomaly,21.19464,81.39192,2026-09-07,2027,N20,N,industrial,3.2,1.8,1.78,36.0,OSM industrial=steelmaking,,0.0,,4.0,2026-06-10,,,"https://www.google.com/maps?q=21.19464,81.39192&t=k"
industrial_anomaly|15.17621|77.10280|2026-09-07|2010|N,industrial_anomaly,15.17621,77.1028,2026-09-07,2010,N,N,industrial,4.86,1.62,3.0,195.0,OSM industrial=yes,,0.0,,26.0,2026-06-11,,,"https://www.google.com/maps?q=15.17621,77.1028&t=k"
industrial_anomaly|20.87126|84.99380|2026-09-07|1932|N21,industrial_anomaly,20.87126,84.9938,2026-09-07,1932,N21,N,industrial,7.29,1.96,3.72,58.0,OSM industrial=yes,,0.0,,1.0,2026-09-07,,,"https://www.google.com/maps?q=20.87126,84.9938&t=k"
industrial_anomaly|15.17381|76.66151|2026-09-06|2051|N20,industrial_anomaly,15.17381,76.66151,2026-09-06,2051,N20,N,industrial,3.46,1.12,3.1,20.0,OSM industrial=steel_mill,,0.0,,10.0,2026-07-09,,,"https://www.google.com/maps?q=15.17381,76.66151&t=k"
industrial_anomaly|20.96565|86.00595|2026-09-06|2049|N20,industrial_anomaly,20.96565,86.00595,2026-09-06,2049,N20,N,industrial,11.28,2.74,4.12,208.0,OSM industrial=yes,,0.0,,22.0,2026-06-08,,,"https://www.google.com/maps?q=20.96565,86.00595&t=k"
industrial_anomaly|20.97046|86.01247|2026-09-06|2049|N20,industrial_anomaly,20.97046,86.01247,2026-09-06,2049,N20,N,industrial,13.14,2.52,5.21,88.0,OSM industrial=yes,,0.0,,6.0,2026-06-09,,,"https://www.google.com/maps?q=20.97046,86.01247&t=k"
industrial_anomaly|29.47528|76.85890|2026-09-06|2046|N20,industrial_anomaly,29.47528,76.8589,2026-09-06,2046,N20,N,industrial,4.54,0.9,5.02,8.0,OSM industrial=refinery,,0.0,,7.0,2026-07-29,,,"https://www.google.com/maps?q=29.47528,76.8589&t=k"
industrial_anomaly|21.18955|81.19997|2026-09-06|2027|N,industrial_anomaly,21.18955,81.19997,2026-09-06,2027,N,N,industrial,2.87,0.92,3.12,88.0,OSM industrial=yes,,0.0,,4.0,2026-06-22,,,"https://www.google.com/maps?q=21.18955,81.19997&t=k"
industrial_anomaly|29.47619|76.85919|2026-09-06|2025|N,industrial_anomaly,29.47619,76.85919,2026-09-06,2025,N,N,industrial,2.08,0.9,2.3,8.0,OSM industrial=refinery,,0.0,,7.0,2026-07-29,,,"https://www.google.com/maps?q=29.47619,76.85919&t=k"
industrial_anomaly|20.96533|86.04930|2026-09-06|1951|N21,industrial_anomaly,20.96533,86.0493,2026-09-06,1951,N21,N,industrial,4.42,1.35,3.27,133.0,OSM industrial=yes,,0.0,,8.0,2026-06-08,,,"https://www.google.com/maps?q=20.96533,86.0493&t=k"
industrial_anomaly|20.99737|86.01688|2026-09-06|1951|N21,industrial_anomaly,20.99737,86.01688,2026-09-06,1951,N21,N,industrial,3.47,1.16,2.99,49.0,OSM industrial=yes,,0.0,,3.0,2026-06-25,,,"https://www.google.com/maps?q=20.99737,86.01688&t=k"
industrial_anomaly|21.69684|84.03160|2026-09-06|1951|N21,industrial_anomaly,21.69684,84.0316,2026-09-06,1951,N21,N,industrial,2.18,0.99,2.2,7.0,OSM industrial=yes,,0.0,,1.0,2026-09-06,,,"https://www.google.com/maps?q=21.69684,84.0316&t=k"
industrial_anomaly|21.83061|84.92894|2026-09-06|1951|N21,industrial_anomaly,21.83061,84.92894,2026-09-06,1951,N21,N,industrial,1.79,0.72,2.49,45.0,OSM industrial=yes,,0.0,,1.0,2026-09-06,,,"https://www.google.com/maps?q=21.83061,84.92894&t=k"
industrial_anomaly|21.98265|83.23364|2026-09-06|1951|N21,industrial_anomaly,21.98265,83.23364,2026-09-06,1951,N21,N,industrial,3.63,1.38,2.64,42.0,OSM industrial=yes,,0.0,,3.0,2026-06-16,,,"https://www.google.com/maps?q=21.98265,83.23364&t=k"
new_activity_at_critical_site|18.70239|72.87109|2026-09-06|1951|N21,new_activity_at_critical_site,18.70239,72.87109,2026-09-06,1951,N21,N,industrial,2.22,,,,power plant (gas) · OSM,unnamed,312.0,,1.0,2026-09-06,,,"https://www.google.com/maps?q=18.70239,72.87109&t=k"
industrial_anomaly|13.16123|80.28672|2026-09-05|2049|N,industrial_anomaly,13.16123,80.28672,2026-09-05,2049,N,N,industrial,2.49,1.17,2.13,11.0,OSM industrial=yes,,0.0,,2.0,2026-08-15,,,"https://www.google.com/maps?q=13.16123,80.28672&t=k"
industrial_anomaly|17.60913|83.20568|2026-09-05|2049|N,industrial_anomaly,17.60913,83.20568,2026-09-05,2049,N,N,industrial,6.72,2.37,2.84,198.0,OSM industrial=yes,,0.0,,31.0,2026-06-07,,,"https://www.google.com/maps?q=17.60913,83.20568&t=k"
industrial_anomaly|20.97332|86.00273|2026-09-05|2046|N,industrial_anomaly,20.97332,86.00273,2026-09-05,2046,N,N,industrial,5.04,1.44,3.5,105.0,OSM industrial=yes,,0.0,,11.0,2026-06-08,,,"https://www.google.com/maps?q=20.97332,86.00273&t=k"
industrial_anomaly|21.00243|86.02597|2026-09-05|2046|N,industrial_anomaly,21.00243,86.02597,2026-09-05,2046,N,N,industrial,3.58,1.3,2.76,156.0,OSM industrial=yes,,0.0,,16.0,2026-06-08,,,"https://www.google.com/maps?q=21.00243,86.02597&t=k"
industrial_anomaly|17.13967|77.17435|2026-09-05|2012|N21,industrial_anomaly,17.13967,77.17435,2026-09-05,2012,N21,N,industrial,4.25,1.05,4.05,46.0,OSM industrial=yes,,0.0,,5.0,2026-06-11,,,"https://www.google.com/maps?q=17.13967,77.17435&t=k"
industrial_anomaly|17.14211|77.18413|2026-09-05|2012|N21,industrial_anomaly,17.14211,77.18413,2026-09-05,2012,N21,N,industrial,3.88,1.06,3.66,68.0,OSM industrial=yes,,0.0,,11.0,2026-06-11,,,"https://www.google.com/maps?q=17.14211,77.18413&t=k"
industrial_anomaly|21.81763|83.99536|2026-09-05|2010|N21,industrial_anomaly,21.81763,83.99536,2026-09-05,2010,N21,N,industrial,3.04,1.06,2.87,28.0,OSM industrial=yes,,0.0,,3.0,2026-06-12,,,"https://www.google.com/maps?q=21.81763,83.99536&t=k"
industrial_anomaly|21.85717|83.96687|2026-09-05|2010|N21,industrial_anomaly,21.85717,83.96687,2026-09-05,2010,N21,N,industrial,3.14,1.44,2.17,168.0,OSM industrial=yes,,0.0,,8.0,2026-06-09,,,"https://www.google.com/maps?q=21.85717,83.96687&t=k"
industrial_anomaly|22.24511|87.38780|2026-09-05|2010|N21,industrial_anomaly,22.24511,87.3878,2026-09-05,2010,N21,N,industrial,5.6,1.16,4.81,86.0,OSM industrial=yes,,0.0,,10.0,2026-06-10,,,"https://www.google.com/maps?q=22.24511,87.3878&t=k"
industrial_anomaly|22.87283|88.21246|2026-09-05|2010|N21,industrial_anomaly,22.87283,88.21246,2026-09-05,2010,N21,N,industrial,2.67,0.84,3.18,47.0,OSM industrial=factory,,0.0,,5.0,2026-07-28,,,"https://www.google.com/maps?q=22.87283,88.21246&t=k"
industrial_anomaly|23.68057|86.09719|2026-09-05|2010|N21,industrial_anomaly,23.68057,86.09719,2026-09-05,2010,N21,N,industrial,6.99,2.03,3.44,88.0,OSM industrial=yes,,0.0,,9.0,2026-06-14,,,"https://www.google.com/maps?q=23.68057,86.09719&t=k"
industrial_anomaly|23.68136|86.09270|2026-09-05|2010|N21,industrial_anomaly,23.68136,86.0927,2026-09-05,2010,N21,N,industrial,8.96,2.33,3.85,146.0,OSM industrial=yes,,0.0,,16.0,2026-06-11,,,"https://www.google.com/maps?q=23.68136,86.0927&t=k"
industrial_anomaly|23.68659|87.12218|2026-09-05|2010|N21,industrial_anomaly,23.68659,87.12218,2026-09-05,2010,N21,N,industrial,5.3,2.35,2.26,223.0,OSM industrial=yes,,0.0,,28.0,2026-06-08,,,"https://www.google.com/maps?q=23.68659,87.12218&t=k"
industrial_anomaly|23.69411|87.12382|2026-09-05|2010|N21,industrial_anomaly,23.69411,87.12382,2026-09-05,2010,N21,N,industrial,4.7,1.77,2.66,139.0,OSM industrial=yes,,0.0,,9.0,2026-06-12,,,"https://www.google.com/maps?q=23.69411,87.12382&t=k"
industrial_anomaly|23.55573|87.24197|2026-09-05|1925|N20,industrial_anomaly,23.55573,87.24197,2026-09-05,1925,N20,N,industrial,6.12,1.99,3.08,171.0,OSM industrial=yes,,0.0,,11.0,2026-06-25,,,"https://www.google.com/maps?q=23.55573,87.24197&t=k"
industrial_anomaly|23.69436|87.11919|2026-09-05|1923|N20,industrial_anomaly,23.69436,87.11919,2026-09-05,1923,N20,N,industrial,5.74,1.96,2.92,118.0,OSM industrial=yes,,0.0,,9.0,2026-06-16,,,"https://www.google.com/maps?q=23.69436,87.11919&t=k"
industrial_anomaly|23.69684|87.10555|2026-09-05|1906|N,industrial_anomaly,23.69684,87.10555,2026-09-05,1906,N,N,industrial,4.09,1.41,2.9,67.0,OSM industrial=yes,,0.0,,4.0,2026-06-16,,,"https://www.google.com/maps?q=23.69684,87.10555&t=k"
new_activity_at_critical_site|22.83100|69.52864|2026-09-05|0818|N,new_activity_at_critical_site,22.831,69.52864,2026-09-05,0818,N,D,industrial,2.4,,,,power plant (coal) · OSM,Coastal Gujarat Power Ltd,0.0,,1.0,2026-09-05,,,"https://www.google.com/maps?q=22.831,69.52864&t=k"
industrial_anomaly|20.86294|84.99312|2026-09-05|0741|N21,industrial_anomaly,20.86294,84.99312,2026-09-05,0741,N21,D,industrial,9.04,4.41,2.05,22.0,OSM industrial=yes,,0.0,,15.0,2026-06-07,,,"https://www.google.com/maps?q=20.86294,84.99312&t=k"
industrial_anomaly|20.95183|86.04603|2026-09-05|0741|N21,industrial_anomaly,20.95183,86.04603,2026-09-05,0741,N21,D,industrial,11.3,4.42,2.55,108.0,OSM industrial=yes,,0.0,,24.0,2026-06-07,,,"https://www.google.com/maps?q=20.95183,86.04603&t=k"
industrial_anomaly|20.95243|86.05051|2026-09-05|0741|N21,industrial_anomaly,20.95243,86.05051,2026-09-05,0741,N21,D,industrial,12.48,4.56,2.74,103.0,OSM industrial=yes,,0.0,,15.0,2026-06-08,,,"https://www.google.com/maps?q=20.95243,86.05051&t=k"
industrial_anomaly|20.97349|86.00412|2026-09-05|0741|N21,industrial_anomaly,20.97349,86.00412,2026-09-05,0741,N21,D,industrial,7.97,4.43,1.8,5.0,OSM industrial=yes,,0.0,,11.0,2026-06-08,,,"https://www.google.com/maps?q=20.97349,86.00412&t=k"
industrial_anomaly|11.81028|77.91938|2026-09-04|2032|N21,industrial_anomaly,11.81028,77.91938,2026-09-04,2032,N21,N,industrial,3.31,1.48,2.24,14.0,OSM industrial=steel,,0.0,,3.0,2026-06-08,,,"https://www.google.com/maps?q=11.81028,77.91938&t=k"
industrial_anomaly|15.02215|78.01551|2026-09-04|2032|N21,industrial_anomaly,15.02215,78.01551,2026-09-04,2032,N21,N,industrial,5.41,1.56,3.47,94.0,OSM industrial=yes,,0.0,,17.0,2026-06-19,,,"https://www.google.com/maps?q=15.02215,78.01551&t=k"
industrial_anomaly|15.18351|76.66653|2026-09-04|2032|N21,industrial_anomaly,15.18351,76.66653,2026-09-04,2032,N21,N,industrial,7.62,2.78,2.74,165.0,OSM industrial=steel_mill,,0.0,,31.0,2026-06-10,,,"https://www.google.com/maps?q=15.18351,76.66653&t=k"
industrial_anomaly|16.69608|79.64787|2026-09-04|2029|N21,industrial_anomaly,16.69608,79.64787,2026-09-04,2029,N21,N,industrial,2.3,0.75,3.07,7.0,OSM industrial=yes,,0.0,,1.0,2026-09-04,,,"https://www.google.com/maps?q=16.69608,79.64787&t=k"
industrial_anomaly|20.86384|84.99004|2026-09-04|2029|N21,industrial_anomaly,20.86384,84.99004,2026-09-04,2029,N21,N,industrial,4.5,1.71,2.63,133.0,OSM industrial=yes,,0.0,,21.0,2026-06-08,,,"https://www.google.com/maps?q=20.86384,84.99004&t=k"
new_activity_at_critical_site|20.52115|85.72330|2026-09-04|1945|N20,new_activity_at_critical_site,20.52115,85.7233,2026-09-04,1945,N20,N,industrial,0.8,,,,power plant (coal) · OSM,Cuttack Aarti Steels Power Station,506.0,,1.0,2026-09-04,,,"https://www.google.com/maps?q=20.52115,85.7233&t=k"
large_fire_event|2026-09-04|4573|23426,large_fire_event,15.54985,79.64736,2026-09-04,,,,agricultural burning,66.6,,,,,,,,,,12.0,agricultural burning,"https://www.google.com/maps?q=15.54985,79.64736&t=k"
industrial_anomaly|15.19921|76.37984|2026-09-03|2125|N,industrial_anomaly,15.19921,76.37984,2026-09-03,2125,N,N,industrial,1.48,0.38,3.89,6.0,OSM industrial=yes,,0.0,,1.0,2026-09-03,,,"https://www.google.com/maps?q=15.19921,76.37984&t=k"
industrial_anomaly|25.94198|72.19152|2026-09-03|2125|N,industrial_anomaly,25.94198,72.19152,2026-09-03,2125,N,N,industrial,4.61,1.53,3.01,37.0,OSM industrial=refinery,,0.0,,31.0,2026-06-06,,,"https://www.google.com/maps?q=25.94198,72.19152&t=k"
new_activity_at_critical_site|21.16286|72.67182|2026-09-03|2125|N,new_activity_at_critical_site,21.16286,72.67182,2026-09-03,2125,N,N,industrial,4.97,,,,power plant (gas) · OSM,GSEG Combined Cycle Power plant,834.0,,1.0,2026-09-03,,,"https://www.google.com/maps?q=21.16286,72.67182&t=k"
new_activity_at_critical_site|21.16440|72.67298|2026-09-03|2125|N,new_activity_at_critical_site,21.1644,72.67298,2026-09-03,2125,N,N,industrial,4.37,,,,power plant (gas) · OSM,Kawas Thermal Power Station,888.0,,1.0,2026-09-03,,,"https://www.google.com/maps?q=21.1644,72.67298&t=k"
industrial_anomaly|22.92733|69.82601|2026-09-03|2123|N,industrial_anomaly,22.92733,69.82601,2026-09-03,2123,N,N,industrial,2.2,1.06,2.08,75.0,OSM industrial=yes,,0.0,,5.0,2026-06-21,,,"https://www.google.com/maps?q=22.92733,69.82601&t=k"
industrial_anomaly|29.47491|76.86111|2026-09-03|2123|N,industrial_anomaly,29.47491,76.86111,2026-09-03,2123,N,N,industrial,4.53,0.88,5.12,6.0,OSM industrial=refinery,,0.0,,5.0,2026-07-29,,,"https://www.google.com/maps?q=29.47491,76.86111&t=k"
industrial_anomaly|29.47790|76.85962|2026-09-03|2123|N,industrial_anomaly,29.4779,76.85962,2026-09-03,2123,N,N,industrial,5.5,1.76,3.13,6.0,OSM industrial=refinery,,0.0,,7.0,2026-06-22,,,"https://www.google.com/maps?q=29.4779,76.85962&t=k"
industrial_anomaly|31.26022|76.92496|2026-09-03|2123|N,industrial_anomaly,31.26022,76.92496,2026-09-03,2123,N,N,industrial,2.04,0.88,2.31,92.0,OSM industrial=yes,,0.0,,20.0,2026-06-05,,,"https://www.google.com/maps?q=31.26022,76.92496&t=k"
industrial_anomaly|23.68988|87.12100|2026-09-03|2049|N21,industrial_anomaly,23.68988,87.121,2026-09-03,2049,N21,N,industrial,6.27,2.34,2.67,224.0,OSM industrial=yes,,0.0,,27.0,2026-06-08,,,"https://www.google.com/maps?q=23.68988,87.121&t=k"
industrial_anomaly|23.69308|87.10843|2026-09-03|2049|N21,industrial_anomaly,23.69308,87.10843,2026-09-03,2049,N21,N,industrial,6.47,1.78,3.65,156.0,OSM industrial=yes,,0.0,,18.0,2026-06-09,,,"https://www.google.com/maps?q=23.69308,87.10843&t=k"
industrial_anomaly|22.39963|69.01791|2026-09-03|2046|N21,industrial_anomaly,22.39963,69.01791,2026-09-03,2046,N21,N,industrial,3.18,1.07,2.97,11.0,OSM industrial=yes,,0.0,,1.0,2026-09-03,,,"https://www.google.com/maps?q=22.39963,69.01791&t=k"
industrial_anomaly|17.96308|83.15963|2026-09-03|2004|N20,industrial_anomaly,17.96308,83.15963,2026-09-03,2004,N20,N,industrial,1.55,0.82,1.9,6.0,OSM industrial=yes,,0.0,,1.0,2026-09-03,,,"https://www.google.com/maps?q=17.96308,83.15963&t=k"
new_activity_at_critical_site|17.69188|83.24426|2026-09-03|2004|N20,new_activity_at_critical_site,17.69188,83.24426,2026-09-03,2004,N20,N,industrial,1.77,,,11.0,refinery · OSM,Hindustan Petroleum Corporation Limited,0.0,,1.0,2026-09-03,,,"https://www.google.com/maps?q=17.69188,83.24426&t=k"
industrial_anomaly|26.52291|90.53250|2026-09-03|2002|N20,industrial_anomaly,26.52291,90.5325,2026-09-03,2002,N20,N,industrial,5.79,1.09,5.31,27.0,OSM industrial=refinery,,0.0,,2.0,2026-06-10,,,"https://www.google.com/maps?q=26.52291,90.5325&t=k"
industrial_anomaly|23.64927|85.43691|2026-09-03|1908|N21,industrial_anomaly,23.64927,85.43691,2026-09-03,1908,N21,N,industrial,5.08,1.81,2.81,164.0,coal mine (osm),,210.0,,27.0,2026-06-05,,,"https://www.google.com/maps?q=23.64927,85.43691&t=k"
new_activity_at_critical_site|21.16206|72.67400|2026-09-03|0915|N20,new_activity_at_critical_site,21.16206,72.674,2026-09-03,0915,N20,D,industrial,6.29,,,,power plant (gas) · OSM,Kawas Thermal Power Station,774.0,,1.0,2026-09-03,,,"https://www.google.com/maps?q=21.16206,72.674&t=k"
large_fire_event|2026-09-03|6976|25418,large_fire_event,23.71684,86.42232,2026-09-03,,,,wildfire,20.1,,,,,,,,,,10.0,wildfire,"https://www.google.com/maps?q=23.71684,86.42232&t=k"
new_activity_at_critical_site|20.83645|70.69326|2026-09-02|2021|N20,new_activity_at_critical_site,20.83645,70.69326,2026-09-02,2021,N20,N,industrial,0.6,,,49.0,power plant (coal) · OSM,Gujarat Cement Works Power Station,83.0,,1.0,2026-09-02,,,"https://www.google.com/maps?q=20.83645,70.69326&t=k"
industrial_anomaly|23.67995|86.09299|2026-09-02|1925|N21,industrial_anomaly,23.67995,86.09299,2026-09-02,1925,N21,N,industrial,7.49,2.33,3.22,144.0,OSM industrial=yes,,0.0,,14.0,2026-06-11,,,"https://www.google.com/maps?q=23.67995,86.09299&t=k"
new_activity_at_critical_site|8.89923|78.11224|2026-09-02|0750|N20,new_activity_at_critical_site,8.89923,78.11224,2026-09-02,0750,N20,D,unknown,5.21,,,,power plant (coal) · OSM,Mutiara Thermal Power Plant,1985.0,,1.0,2026-09-02,,,"https://www.google.com/maps?q=8.89923,78.11224&t=k"
large_fire_event|2026-09-02|2812|22801,large_fire_event,9.55927,77.5222,2026-09-02,,,,wildfire,39.9,,,,,,,,,,21.0,wildfire,"https://www.google.com/maps?q=9.55927,77.5222&t=k"
new_activity_at_critical_site|16.30448|77.35959|2026-09-01|1947|N21,new_activity_at_critical_site,16.30448,77.35959,2026-09-01,1947,N21,N,industrial,0.61,,,,power plant (coal) · OSM,unnamed,0.0,,1.0,2026-09-01,,,"https://www.google.com/maps?q=16.30448,77.35959&t=k"
large_fire_event|2026-09-01|2816|22806,large_fire_event,9.57555,77.53949,2026-09-01,,,,wildfire,39.7,,,,,,,,,,14.0,wildfire,"https://www.google.com/maps?q=9.57555,77.53949&t=k"
large_fire_event|2026-09-01|3409|22727,large_fire_event,11.58967,77.27085,2026-09-01,,,,wildfire,20.4,,,,,,,,,,10.0,wildfire,"https://www.google.com/maps?q=11.58967,77.27085&t=k"
large_fire_event|2026-09-25|8160|28317,large_fire_event,27.74518,96.27694,2026-09-25,,,,wildfire,115.2,,,,,,,,,,18.0,wildfire,"https://www.google.com/maps?q=27.74518,96.27694&t=k"
